route_id,route_short_name,route_long_name,route_desc,agency_id,route_color,route_text_color,route_type
Z_6079-2,H603,Santo domingo,URBANO,3,00618E,FFFFFF,3
Z_6939,H604,Santo domingo,URBANO,3,00618E,FFFFFF,3
Z_6939-2,H604,Est. general santander,URBANO,3,00618E,FFFFFF,3
Z_6640,H605,Arborizadora alta refu refuerzo,URBANO,3,00618E,FFFFFF,3
Z_6535,H605,Arborizadora alta,URBANO,3,00618E,FFFFFF,3
Z_6821,H606,San joaquin,URBANO,3,00618E,FFFFFF,3
Z_5339,H607,Arborizadora alta,URBANO,3,00618E,FFFFFF,3
Z_6824-2,H608,Arabia,URBANO,3,00618E,FFFFFF,3
Z_6538,H609,Arborizadora alta,URBANO,3,00618E,FFFFFF,3
Z_6154,H610,Paraiso,URBANO,3,00618E,FFFFFF,3
Z_6179-2,H611,Santo domingo,URBANO,3,00618E,FFFFFF,3
Z_6823,H612,San joaquin,URBANO,3,00618E,FFFFFF,3
Z_6831,H613,Perdomo,URBANO,3,00618E,FFFFFF,3
Z_6662,H615,Arborizadora alta,URBANO,3,00618E,FFFFFF,3
Z_6385-2,H616,Madelena,URBANO,3,00618E,FFFFFF,3
Z_6098-2,H617,Madelena,URBANO,3,00618E,FFFFFF,3
Z_5653,H618,Santo domingo,URBANO,3,00618E,FFFFFF,3
Z_5719,H619,Isla del sol,URBANO,3,00618E,FFFFFF,3
Z_6441,H625,Potosi,URBANO,3,00618E,FFFFFF,3
Z_6441-2,H625,Portal tunal,URBANO,3,00618E,FFFFFF,3
Z_6567,H627,Alpes,URBANO,3,00618E,FFFFFF,3
Z_6655,H628,Potosi,URBANO,3,00618E,FFFFFF,3
Z_6693,H629,Potosi,URBANO,3,00618E,FFFFFF,3
Z_6908,H630,Tres esquinas,URBANO,3,00618E,FFFFFF,3
Z_6758-2,H631,Paraiso,URBANO,3,00618E,FFFFFF,3
Z_6962,H632,General santander,URBANO,3,00618E,FFFFFF,3
Z_6962-2,H632,Villa gloria,URBANO,3,00618E,FFFFFF,3
Z_7017,H633,Acapulco,URBANO,3,00618E,FFFFFF,3
Z_5238,H700,Bellavista,URBANO,3,00618E,FFFFFF,3
Z_5661,H702,El uval,URBANO,3,00618E,FFFFFF,3
Z_5656,H704,El uval,URBANO,3,00618E,FFFFFF,3
Z_7000,H705,El uval,URBANO,3,00618E,FFFFFF,3
Z_5663,H706,El uval,URBANO,3,00618E,FFFFFF,3
Z_5665,H707,Uval,URBANO,3,00618E,FFFFFF,3
Z_6288,H708,Antonio j. de sucre,URBANO,3,00618E,FFFFFF,3
Z_6268,H710,Portal usme,URBANO,3,00618E,FFFFFF,3
Z_6290,H710,Compostela,URBANO,3,00618E,FFFFFF,3
Z_6681,H711,Portal usme,URBANO,3,00618E,FFFFFF,3
Z_6681-2,H711,Los soches,URBANO,3,00618E,FFFFFF,3
Z_7032-2,H712,El uval,URBANO,3,00618E,FFFFFF,3
Z_6399,H713,Casaloma usme,URBANO,3,00618E,FFFFFF,3
Z_6401,H714,Cerros de oriente,URBANO,3,00618E,FFFFFF,3
Z_6976,H715,Sena kr 30 ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6976-2,H715,El uval ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6965,H715,El uval,URBANO,3,00618E,FFFFFF,3
Z_6965-2,H715,Sena kr 30,URBANO,3,00618E,FFFFFF,3
T_1650,H72,Portal usme,TRONCAL,1,F6891F,FFFFFF,3
T_1939,H73,Portal tunal,TRONCAL,1,F6891F,FFFFFF,3
T_1984,H75,Portal usme,TRONCAL,1,F6891F,FFFFFF,3
Z_6585,H811,Restrepo,URBANO,3,00618E,FFFFFF,3
Z_6902-2,H816,Dona liliana,URBANO,3,00618E,FFFFFF,3
T_1746,H83,Portal usme,PADRON,2,F6891F,FFFFFF,3
Z_5677,H907,Usme,URBANO,3,00618E,FFFFFF,3
T_1684,J23,Jimenez,TRONCAL,1,DD9BA5,FFFFFF,3
T_1966,J23,Las aguas,TRONCAL,1,DD9BA5,FFFFFF,3
T_2062,J24,Universidades,TRONCAL,1,DD9BA5,FFFFFF,3
T_1322,J70,Las aguas,TRONCAL,1,DD9BA5,FFFFFF,3
T_2144,J73,Universidades,TRONCAL,1,DD9BA5,FFFFFF,3
T_2099,J74,Universidades,TRONCAL,1,DD9BA5,FFFFFF,3
T_2101,J74,Las aguas,TRONCAL,1,DD9BA5,FFFFFF,3
T_1892,K10,Portal eldorado,TRONCAL,1,CFAB7A,FFFFFF,3
Z_6359-2,K122,Clinica colombia,URBANO,3,00618E,FFFFFF,3
T_1950,K16,Portal eldorado,TRONCAL,1,CFAB7A,FFFFFF,3
Z_6858-2,K202,Cofradia,URBANO,3,00618E,FFFFFF,3
T_1884,K23,Portal eldorado,TRONCAL,1,CFAB7A,FFFFFF,3
Z_6531,K300,Puente grande,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6431,K301,La felicidad,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6944,K301,Av_rojas refuerzo,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_5167,K302,Recodo,URBANO,3,00618E,FFFFFF,3
Z_5861,K303,Puente grande,URBANO,3,00618E,FFFFFF,3
Z_6609,K304,Puente grande,URBANO,3,00618E,FFFFFF,3
Z_5263,K305,El recodo,URBANO,3,00618E,FFFFFF,3
Z_6784-2,K306,Zona franca,URBANO,3,00618E,FFFFFF,3
Z_6124,K307,El recodo,URBANO,3,00618E,FFFFFF,3
Z_6932,K308,Puente grande,URBANO,3,00618E,FFFFFF,3
Z_6885-2,K309,San pablo,URBANO,3,00618E,FFFFFF,3
Z_6548,K310,Las brisas,URBANO,3,00618E,FFFFFF,3
Z_6866,K311,Puente grande,URBANO,3,00618E,FFFFFF,3
Z_6934,K312,Las brisas,URBANO,3,00618E,FFFFFF,3
Z_6872,K314,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
Z_6754,K315,Puente grande,URBANO,3,00618E,FFFFFF,3
Z_6936,K317,Aeropuerto,URBANO,3,00618E,FFFFFF,3
Z_6868,K318,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
Z_6782,K319,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
Z_6775,K321,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
Z_6767,K322,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
Z_6781,K323,El recodo,URBANO,3,00618E,FFFFFF,3
Z_6925,K324,El refugio,URBANO,3,00618E,FFFFFF,3
Z_6877,K325,El dorado,URBANO,3,00618E,FFFFFF,3
Z_6930-2,K326,Prado grande,URBANO,3,00618E,FFFFFF,3
Z_6870,K327,Puente grande,URBANO,3,00618E,FFFFFF,3
Z_6929,K328,Puerta de teja,URBANO,3,00618E,FFFFFF,3
Z_6927,K329,Las brisas,URBANO,3,00618E,FFFFFF,3
Z_6875,K331,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
Z_6863,K332,El recodo,URBANO,3,00618E,FFFFFF,3
Z_6901,K333,Est. av. rojas,ALIMENTADOR_V,4,196939,FFFFFF,3
T_1260,K43,Cad,TRONCAL,1,CFAB7A,FFFFFF,3
T_1354,K43,Portal eldorado,TRONCAL,1,CFAB7A,FFFFFF,3
Z_6847,K502,Aeropuerto,URBANO,3,00618E,FFFFFF,3
Z_4447,K505,Corferias,URBANO,3,00618E,FFFFFF,3
T_1566,K54,Portal eldorado,TRONCAL,1,CFAB7A,FFFFFF,3
Z_5237,K700,Terminal salitre,URBANO,3,00618E,FFFFFF,3
Z_5664,K707,El refugio,URBANO,3,00618E,FFFFFF,3
Z_6401-2,K714,Salitre el greco,URBANO,3,00618E,FFFFFF,3
Z_5053-2,K801,Capellania,URBANO,3,00618E,FFFFFF,3
Z_6283-2,K803,Terminal salitre,URBANO,3,00618E,FFFFFF,3
Z_6573,K810,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
Z_6664,K812,Fontibon brisas,URBANO,3,00618E,FFFFFF,3
T_2163,K86,Aeropuerto eldorado ciclovia,PADRON,2,CFAB7A,FFFFFF,3
T_1444,K86,Aeropuerto eldorado Circular,PADRON,2,CFAB7A,FFFFFF,3
T_2161,K86,Aeropuerto el dorado,PADRON,2,CFAB7A,FFFFFF,3
T_2162,K86,Aeropuerto el dorado ciclovia,PADRON,2,CFAB7A,FFFFFF,3
Z_6130,K901,Terminal el salitre,URBANO,3,00618E,FFFFFF,3
Z_6134,K901,Terminal el salitre reversible,URBANO,3,00618E,FFFFFF,3
Z_7010,K903,Aeropuerto,URBANO,3,00618E,FFFFFF,3
Z_4916,K904,Salitre greco,URBANO,3,00618E,FFFFFF,3
Z_6276-2,K905,Puente aereo,URBANO,3,00618E,FFFFFF,3
Z_6802,K916,Fontibon refugio,URBANO,3,00618E,FFFFFF,3
T_1891,L10,Portal 20 de julio,TRONCAL,1,00AAA6,FFFFFF,3
Z_6445,L149,Est. av. 1 de mayo,URBANO,3,00618E,FFFFFF,3
Z_6691,L155,Gaviotas,URBANO,3,00618E,FFFFFF,3
T_2154,L18,Portal 20 de julio,TRONCAL,1,00AAA6,FFFFFF,3
Z_5517,L205,Bosque san carlos,URBANO,3,00618E,FFFFFF,3
T_2014,L25,Portal 20 de julio,TRONCAL,1,00AAA6,FFFFFF,3
Z_6609-2,L304,San cristobal,URBANO,3,00618E,FFFFFF,3
Z_6124-2,L307,La castana,URBANO,3,00618E,FFFFFF,3
Z_6933,L312,Moralba,URBANO,3,00618E,FFFFFF,3
Z_6876,L325,Las brisas,URBANO,3,00618E,FFFFFF,3
Z_6928,L328,Estacion avenida 1 de mayo,URBANO,3,00618E,FFFFFF,3
Z_6926,L329,San martin de loba,URBANO,3,00618E,FFFFFF,3
Z_6905,L331,Nueva delhi,URBANO,3,00618E,FFFFFF,3
T_2152,L41,Bicentenario,TRONCAL,1,00AAA6,FFFFFF,3
Z_6943-2,L416,La castana,URBANO,3,00618E,FFFFFF,3
Z_5494,L508,Est. av. 1deg de mayo,URBANO,3,00618E,FFFFFF,3
Z_6759-2,L517,Canada guira,URBANO,3,00618E,FFFFFF,3
Z_6490-2,L519,Los laches,URBANO,3,00618E,FFFFFF,3
Z_6831-2,L613,Sidel,URBANO,3,00618E,FFFFFF,3
Z_6385,L616,Los laches,URBANO,3,00618E,FFFFFF,3
Z_6594,L800,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_5053,L801,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_6283,L803,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_5467-2,L805,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_5765-2,L807,San blas,URBANO,3,00618E,FFFFFF,3
Z_6463-2,L809,Santa rita sur oriental,URBANO,3,00618E,FFFFFF,3
Z_6574,L810,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_6585-2,L811,Aguas claras,URBANO,3,00618E,FFFFFF,3
Z_6667,L812,Canada guira,URBANO,3,00618E,FFFFFF,3
Z_6812,L813,Bicenteneario,URBANO,3,00618E,FFFFFF,3
Z_6843,L814,Horacio orjuela,URBANO,3,00618E,FFFFFF,3
Z_6803-2,L815,Villa del cerro,URBANO,3,00618E,FFFFFF,3
Z_6902,L816,Madelena,URBANO,3,00618E,FFFFFF,3
T_1413,L82,Portal 20 de julio ciclovia,PADRON,2,00AAA6,FFFFFF,3
T_1451,L82,Portal 20 de julio,PADRON,2,00AAA6,FFFFFF,3
T_1452,L82,Portal 20 de julio refuerzo,PADRON,2,00AAA6,FFFFFF,3
Z_6622,L919,Gaviotas,URBANO,3,00618E,FFFFFF,3
T_1919,M47,Museo nacional,TRONCAL,1,A21984,FFFFFF,3
T_2085,M51,Museo nacional,TRONCAL,1,A21984,FFFFFF,3
T_2137,M81,Museo nacional ciclovia,PADRON,2,7A68AE,FFFFFF,3
T_2136,M81,Museo nacional,PADRON,2,7A68AE,FFFFFF,3
T_1414,M82,Clinica el bosque,PADRON,2,00AAA6,FFFFFF,3
T_1951,M83,Museo nacional,PADRON,2,F6891F,FFFFFF,3
T_2170,M84,Museo nacional,PADRON,2,FDBB30,000000,3
Z_5069,N16,Ciudad jardin,URBANO,3,00618E,FFFFFF,3
Z_5070,N16,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_5980,P24,Bosa san jose,URBANO,3,00618E,FFFFFF,3
Z_5980-2,P24,San blas,URBANO,3,00618E,FFFFFF,3
Z_5440,P39,Zonafranca,URBANO,3,00618E,FFFFFF,3
Z_5440-2,P39,Arabia,URBANO,3,00618E,FFFFFF,3
Z_6999,P44,Arabia - bosa santa fe,URBANO,3,00618E,FFFFFF,3
Z_6705,P49,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_6705-2,P49,Villa gladys,URBANO,3,00618E,FFFFFF,3
Z_6706,P49,Villa gladys reversible,URBANO,3,00618E,FFFFFF,3
Z_6706-2,P49,Terminal norte reversible,URBANO,3,00618E,FFFFFF,3
Z_4646,P500,Aeropuerto,URBANO,3,00618E,FFFFFF,3
Z_4646-2,P500,Chico,URBANO,3,00618E,FFFFFF,3
Z_6977,P7,Porvenir,URBANO,3,00618E,FFFFFF,3
Z_6979,P7,Pinares,URBANO,3,00618E,FFFFFF,3
Z_4885,SE10,Germania,URBANO,3,00618E,FFFFFF,3
Z_4885-2,SE10,Engativa,URBANO,3,00618E,FFFFFF,3
Z_5285,SE14,Engativa centro,URBANO,3,00618E,FFFFFF,3
Z_5286,SE14,Diana turbay,URBANO,3,00618E,FFFFFF,3
Z_5519,SE6,Villa gladys,URBANO,3,00618E,FFFFFF,3
Z_5519-2,SE6,La roca,URBANO,3,00618E,FFFFFF,3
Z_6650,T04,Portal del sur,URBANO,3,00618E,FFFFFF,3
Z_7025,T06,San luis - porciuncula reversible,URBANO,3,00618E,FFFFFF,3
Z_5603,T06,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5603-2,T06,San luis,URBANO,3,00618E,FFFFFF,3
Z_7023,T06,San luis - porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5628,T07,Estacion 1 de mayo,URBANO,3,00618E,FFFFFF,3
Z_6174,T08,Portal suba,URBANO,3,00618E,FFFFFF,3
Z_6174-2,T08,Tuna alta,URBANO,3,00618E,FFFFFF,3
Z_4992,T11,Calle 222,URBANO,3,00618E,FFFFFF,3
Z_4993,T11,Alpes,URBANO,3,00618E,FFFFFF,3
Z_6528,T12,San joaquin,URBANO,3,00618E,FFFFFF,3
Z_6528-2,T12,Chico,URBANO,3,00618E,FFFFFF,3
Z_6216,T13,Villa cindy,URBANO,3,00618E,FFFFFF,3
Z_6216-2,T13,San blas,URBANO,3,00618E,FFFFFF,3
Z_5575,T163,Perdomo,URBANO,3,00618E,FFFFFF,3
Z_5574,T163,Calle 222,URBANO,3,00618E,FFFFFF,3
Z_6111,T21,Canton norte,URBANO,3,00618E,FFFFFF,3
Z_6111-2,T21,Compartir,URBANO,3,00618E,FFFFFF,3
Z_6554,T25,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_6751,T25,Potosi,URBANO,3,00618E,FFFFFF,3
Z_6557,T25,Terminal norte reversible,URBANO,3,00618E,FFFFFF,3
Z_5750,T26,Country club,URBANO,3,00618E,FFFFFF,3
Z_5749,T26,Palermo sur,URBANO,3,00618E,FFFFFF,3
Z_5708,T27,Monte bello ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5707,T27,Monte bello,URBANO,3,00618E,FFFFFF,3
Z_5990,T30A,Patio bonito,URBANO,3,00618E,FFFFFF,3
Z_5990-2,T30A,Dona liliana,URBANO,3,00618E,FFFFFF,3
Z_6835,T30B,Tihuaque - patio bonito,URBANO,3,00618E,FFFFFF,3
Z_6211,T31,Germania,URBANO,3,00618E,FFFFFF,3
Z_6211-2,T31,Gran granada,URBANO,3,00618E,FFFFFF,3
Z_5506,T38,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_5506-2,T38,Est. modelia,URBANO,3,00618E,FFFFFF,3
Z_4741,T40,Catalina,URBANO,3,00618E,FFFFFF,3
Z_4741-2,T40,Marly,URBANO,3,00618E,FFFFFF,3
Z_6015,T43A,Museo nacional,URBANO,3,00618E,FFFFFF,3
Z_6015-2,T43A,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_6260,T48,Zona industrial,URBANO,3,00618E,FFFFFF,3
Z_6260-2,T48,Nueva castilla,URBANO,3,00618E,FFFFFF,3
Z_5186,T52,Est. toberin,URBANO,3,00618E,FFFFFF,3
Z_5187,T53,Est. alcala,URBANO,3,00618E,FFFFFF,3
Z_5187-2,T53,Colina,URBANO,3,00618E,FFFFFF,3
Z_6012,T55,Portal suba,URBANO,3,00618E,FFFFFF,3
Z_6012-2,T55,Portal norte,URBANO,3,00618E,FFFFFF,3
Z_7003,T62,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_7004,T62,Casablanca,URBANO,3,00618E,FFFFFF,3
Z_6119,T795,Iserra 100,URBANO,3,00618E,FFFFFF,3
Z_6119-2,T795,Corpas,URBANO,3,00618E,FFFFFF,3
Z_5754,TC10,Portal norte,COMPLEMENTARIO,5,FF6319,FFFFFF,3
Z_5649,TC14,Portal sur,URBANO,3,00618E,FFFFFF,3
Z_5649-2,TC14,Nueva roma,URBANO,3,00618E,FFFFFF,3
Z_6258,TC17,Restrepo,URBANO,3,00618E,FFFFFF,3
Z_6258-2,TC17,Lomas,URBANO,3,00618E,FFFFFF,3
Z_5134,TC24,Toberin,URBANO,3,00618E,FFFFFF,3
Z_5134-2,TC24,Bulevar niza,URBANO,3,00618E,FFFFFF,3
Z_6055,TC30,Puerta del llano,URBANO,3,00618E,FFFFFF,3
Z_6055-2,TC30,Portal usme,URBANO,3,00618E,FFFFFF,3
Z_5942,TC6,San pablo jerico,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6135,Z4B,Terminal salitre,URBANO,3,00618E,FFFFFF,3
Z_6135-2,Z4B,Terminal norte,URBANO,3,00618E,FFFFFF,3
Z_6970,Z8,Metrovivienda - toberin,URBANO,3,00618E,FFFFFF,3
C_1,TransmiCable,,LINEACABLE,7,808000,000000,6
